asin,price,imUrl,title
B00JJVG6HC,27.5,http://ecx.images-amazon.com/images/I/31vLSNHx5AL._SY300_.jpg,"Dead Sea Mud Shampoo - Fast, Natural Relief from Dandruff - Itchy, Dry, Flaky Scalp - Scalp Psoriasis - Seborrhea Dermatitis - with Dead Sea Mud, Olive Oil &amp; Shea Butter - Highly Effective - Satisfaction Guaranteed"
B00KAL5JAU,19,http://ecx.images-amazon.com/images/I/312ek%2BKK2HL._SY300_.jpg,"Dead Sea Salt Deep Hair Conditioner - for Dry or Damaged Hair - Great for Natural Curly Hair - for Men and Women - Deeply Hydrating and Nourishing on Scalp &amp; Hair - Helps to Reduce Dandruff and Dry Scalp - Made with Pure Dead Sea Salt and Minerals, Chamomile, Vitamin E &amp; Natural Aloe Vera - Leaves Your Hair Looking &amp; Feeling Healthy, Silky and Hydrated"
B00KCFAZTE,22.95,http://ecx.images-amazon.com/images/I/3150Ke6ANHL._SY300_.jpg,"Eye Cream For Dark Circles, Puffiness, Wrinkles &amp; Bags - 1.7 OZ | Best Under Eye Gel Treatment Solution For Crows Feet, Dry Skin, Fine Lines, Eye Bags &amp; Sagging Eyes | By InstaNatural - With Plant Stem Cells, Hyaluronic Acid, Matrixyl 3000, Cucumber, Peptide Complex, Cucumber, Aloe, MSM &amp; More! 100 DAYS 100% MONEY BACK GUARANTEE!"
B00KCTER3U,19.95,http://ecx.images-amazon.com/images/I/31a-AtjnOpL._SY300_.jpg,"Anti-Aging Facial Moisturizer Cream 3.4 OZ For Face, Under Eye, Oily, Sensitive, &amp; Dry Skin &#9733;LIMITED SALE!&#9733; Best Anti-Wrinkle Cream | Youth Express Age-Defying Moisturizer | Suitable for Men &amp; Women | Reduces Appearance of Wrinkles, Fine Lines &amp; Hydrates the Skin - Moisturizing Night &amp; Day Cream | Perfectly Suitable As Hand Cream &amp; Eye Cream | 100 Days 100% Satisfaction Guarantee"
B00KD73PBQ,19.95,http://ecx.images-amazon.com/images/I/41eT29On2kL._SY300_.jpg,"Argan Oil For Hair Treatment &amp; Elixir Serum &#9733;LIMITED SALE&#9733; #1 Hair Oil Treatment! Infused With Organic Jojoba Oil, Organic Argan Oil, Coconut Oil, Olive Oil, Shea Butter, Sunflower Oil, Grapeseed Oil And Vitamin B5 For Hair - Best Hair Care Leave-In Conditioner Treatment | Use As Hair Conditioner, Frizzy, Damaged, Dry Hair Treatment - We'll refund your money if you're not satisfied! Try Risk FREE!"
B00KHGIK54,50,http://ecx.images-amazon.com/images/I/41txDsxKfSL._SY300_.jpg,"Adovia Facial Serum - Anti Aging, Skin Lifting, Facial Serum with Vitamin C, Dead Sea Salt and Green Tea - Get Firmer, More Radiant Looking Skin - Non-Oily Deep Moisturizer Delivers Minerals &amp; Nutrients Deep Into Skin - Satisfaction Guaranteed"
B00KHH2VOY,12,http://ecx.images-amazon.com/images/I/31qHORvl0tL._SX300_.jpg,"Dead Sea Salt Soap - Face and Body Soap - 100% Natural Soap - with Dead Sea Salt and Minerals - Deeply Moisturizing Cleanser for Very Dry Skin, Infuses Skin with Dead Sea Minerals from 100% Genuine and Pure Dead Sea Salt - Satisfaction Guaranteed"
B00KQBR9FM,30,http://ecx.images-amazon.com/images/I/31rXRWFUBmL._SX300_.jpg,"Adovia Eye Cream - Powerful Eye Gel for Eye Puffiness, Dark Circles and Wrinkles by Adovia Mineral Skin Care - Reduce Appearance of Fine Lines &amp; Wrinkles Around the Eyes - with Dead Sea Salt &amp; Minerals, Vitamin C and Vitamin A Retinol"
B0043OYFKU,26.99,http://ecx.images-amazon.com/images/I/51mnNWiNwxL._SY300_.jpg,"Olay Pro-X Advanced Cleansing System 0.68 Fl Oz, 1-Count"
B004OHQR1Q,2.1,http://ecx.images-amazon.com/images/I/41RItmGNu4L._SY300_.jpg,"Dotting 5 X 2 Way Marbleizing Dotting Pen Set for Nail Art Manicure Pedicure, 4 Ounce"
B005BF1M10,1.8,http://ecx.images-amazon.com/images/I/61-LQi1BLxL._SX300_.jpg,MASH Rhinestones 2400 Piece 12 Color Nail Art Nailart Manicure Wheels
B005C1C02S,1.62,http://ecx.images-amazon.com/images/I/51SojWy4gcL._SX300_.jpg,"Nail Art MoYou Silver Moon Rhinestone Pack of 1200 Crystal Premium Quality Gemstones in 12 different shapes and sizes, beauty accessory for women nails, fun and easy to apply with top coat or nail glue"
B0090UJFYI,24.99,http://ecx.images-amazon.com/images/I/41RFpWzyUVL._SY300_.jpg,"Best-Selling Hyaluronic Acid Serum for Skin-- 100% Pure-Highest Quality, Anti-Aging Serum-- Intense Hydration + Moisture, Non-greasy, Paraben-free-Best Hyaluronic Acid for Your Face (Pro Formula) 2 oz."
B009LOJ5MA,29.99,http://ecx.images-amazon.com/images/I/4162srFCNPL._SY300_.jpg,"Skinny Cream Clinically Proven Cellulite Reduction, 6 Ounce"
B00A76CPUA,2.34,http://ecx.images-amazon.com/images/I/41KDI65oNtL._SY300_.jpg,30Pcs Mixed Colors Rolls Striping Tape Line Nail Art Tips Decoration Sticker from Y2B
B00C7DYBX0,27.19,http://ecx.images-amazon.com/images/I/41DGNsn%2BpcL._SY300_.jpg,OZ Naturals - THE BEST Hyaluronic Acid Serum For Skin - Prescription Strength Anti Aging Serum - Best Anti Wrinkle Serum With Vitamin C + Vitamin E - Our Customers Call It A Facelift In A Bottle. This Vegan Hyaluronic Acid Serum Will Plump &amp; Hydrate Dull Skin As It's Designed To Fill Those Fine Lines &amp; Wrinkles. Satisfaction 100% GUARANTEED
B00C8YCFU4,29.77,http://ecx.images-amazon.com/images/I/41%2BMjcEd-aL._SX300_.jpg,"Dead Sea Mud Facial Mask - Ancient Natural Facial Mask and Skin Care Treatment for Women, Men and Teens + FREE BONUS EBOOK! - Organic Mud Mask Offers Gentle Facial Cleanser, Exfoliator &amp; Natural Moisturizer to Restore Your Skin's Natural Radiance - This Renowned Anti-Aging Mud Mask Heals Dry &amp; Oily Skin, Acne, Eczema &amp; Psoriasis - Leaves You With a Youthful-Looking, Radiant Complexion"
B00G5WO2VK,13.95,http://ecx.images-amazon.com/images/I/41esI%2B4LquL._SY300_.jpg,"Premium Argan &#9733; 100% Organic Pure Moroccan Argan Oil, TRIPLE Extra Virgin Grade, FAST ABSORBING, Certified Organic - for Hair and Skin Care Treatment - 2oz (60ml) - Cold Pressed Oil EcoCert and USDA Approved Oil. Treat Dry Scalp, Nails, Cuticles. Excellent Daily Moisturizer. Guarantee Satisfaction. Results within Days."
B00G75X158,19.5,http://ecx.images-amazon.com/images/I/51ZKYg3%2BzrL._SY300_.jpg,"BLOWOUT SALE!! BEST ORGANIC Vitamin C Serum For Your Face. Botanical 20% Vitamin C + E + Hyaluronic Acid Serum. Anti Aging Serum Moisturizer with Natural Ingredients. + Organic Aloe + Amino Blend, Anti Wrinkle Serum Facial Skin Care, Helps Repair Sun Damage, Gradually Fades Sun &amp; Age Spots &amp; Reduces Fine Lines. We Guarantee our Vitamin C Serum Will Leave Your Skin More Radiant, Beautiful &amp; Youthful Looking. We'll refund your money if you're not satisfied! Try Risk FREE!"
B00GCQMSVA,18.5,http://ecx.images-amazon.com/images/I/61aboKY2sgL._SY300_.jpg,"Best Vitamin C Serum Beautifies Face: GET GORGEOUS SALE! Restores &amp; Protects ~ FADES Sun &amp; Age Spots, Fine Lines &amp; Wrinkles ~ #1 in Luxury Skin Care Anti Aging Products With Organic Vitamin C + E + Hyaluronic Acid Serum ~ Want The Finest For Your Face? 1 Fl. Oz. Of Beauty!"
B00GFBWWWC,17.95,http://ecx.images-amazon.com/images/I/41bi2XhRBzL._SY300_.jpg,"Nature's Best Vitamin C Serum - #1 For Face, Eyes &amp; Acne On The Market - C + E + Hyaluronic Acid Reverse Skin Aging &amp; Wrinkles - Look &amp; Feel 5, 10, even 15 Years Younger - Organic 20% Vitamin C Serum &gt; Vidi, Obagi, Powder, Cream - Limited Supply 45 Day Guarantee"
B000ZMBSPE,10.31,http://ecx.images-amazon.com/images/I/411bidEtYHL._SY300_.jpg,"Aztec Secrets: Indian Healing Bentonite Clay, 2 lbs"
